Métrica,Ene-2026,Promedio 2025,Promedio Q4-2025
Operaciones,37.0,16.833333333333332,27.666666666666668
Volumen USD,34970000.0,11862067.488333335,22569088.75666667
Ticket promedio USD,945135.1351351351,658900.1263538932,824967.2071804585
Días activos,19.0,11.666666666666666,17.666666666666668
Ops por día,1.9473684210526316,1.3779062440827146,1.5896358543417366
% USD Prepago,0.45181584215041465,0.28010869184882364,0.4477427611463365
% USD en tickets 1M/1.25M,0.9079210752073206,0.47803512986803304,0.7028344889660927
% días con >1 operación,0.631578947368421,0.26109431826343593,0.34275528393175453
"Ratio gross/net (C,V)",11.594827586206897,7.912378254865104,3.8257700505147665
